ID,Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4,ID
1425,GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76481,9.45142,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1425
1426,GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.76486,9.45142,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1426
1427,GP JOULE Connect GmbH,Marie-Curie-Ring,2,,24941,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.7649,9.45144,2021-12-09,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1427
1428,GP JOULE Connect GmbH,Brixstraße,2,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.790346,9.442025,2023-03-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1428
1429,GP JOULE Connect GmbH,Thomas-Fincke-Straße,7,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77669651,9.449537899,2022-12-22,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1429
1430,GP JOULE Connect GmbH,Mürwicker Straße,43,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.796729,9.449996,2019-09-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AP2X7RXDWJRLTPZ3N6ZTL7M3FKDS46O5HDAWQJWV,AC Steckdose Typ 2,22,ALWQ3JMJE747K43C2DK4LFTYHGJYI6TD2OGXPAZ3,,,,,,,1430
1431,GP JOULE Connect GmbH,Thomas-Fincke-Straße,19,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776641,9.451879,2023-03-28,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,1431
1432,GP JOULE Connect GmbH,Auf dem Campus,1,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.777,9.456,2020-08-27,3.7,Normalladeeinrichtung,1,AC Steckdose Typ 2,3.7,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 048B B04D 8DCD 61C9 CA59 5C6E 5478 9F8B 6F25 E5A5 DEB7 08AB E388 6F67 5BB9 2331 2B08 0065 9D55 38CD E898 CC38 52E6 9644 131B 5653 4FA6 4C85 A5F0 9C34 FE55 0973 44,,,,,,,,,,1432
1433,GP JOULE Connect GmbH,Am Knick,0,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.77594611,9.475080371,2021-10-03,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1433
1434,GP JOULE Connect GmbH,Am Knick,20,,24943,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.776003,9.475223,2021-09-15,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1434
1435,GP JOULE Connect GmbH,Am Fördeufer,1,,24944,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.807435,9.453239,2022-12-21,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1435
1436,GP JOULE Connect GmbH,Am Marrensdamm,0,,24944,Flensburg,Schleswig-Holstein,Kreisfreie Stadt Flensburg,54.815449,9.472474,2021-03-24,38,Normalladeeinrichtung,2,AC Steckdose Typ 2,19,,AC Steckdose Typ 2,19,,,,,,,,1436
1437,Stadtwerke Kiel AG,Schülperbaum,4,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.319767,10.12846,2019-12-30,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1437
1438,Stadtwerke Kiel AG,Herzog-Friedrich-Str.,32,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317752,10.130719,2020-06-29,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1438
1439,Stadtwerke Kiel AG,Mittelstraße,5,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329539,10.131165,2016-12-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,57e6 30c4 f0e4 6074 529b 1b20 e858 62d3 3fe8 8de5 ebbb e9e3 6c68 22fd b140 b081 1320 084e a36b a772 43b3 fba6 aa65 281e,"AC Steckdose Typ 2, AC Schuko",22,5737 cfa6 c789 5c64 35c7 7e2c 6452 b5c4 5fea fd83 b880 3e66 b8ca c555 c7df d347 b724 dfdc 7023 24fc d3d8 7bac 4f3b 1418,,,,,,,1439
1440,APCOA PARKING Deutschland GmbH,Herzog-Friedrich-Str.,30,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.31803,10.13153,2016-12-01,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1440
1441,Stadtwerke Kiel AG,Waisenhofstr.,5,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.321711,10.132334,2016-12-02,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,3774 fb83 52e3 5866 f781 2e56 eeb9 13e6 ea9e d1a6 869f 4deb eaf1 6d6a 8473 15ed e9b5 0d22 a2e1 e573 c6ae 43a6 3bbe 867a,"AC Steckdose Typ 2, AC Schuko",11,8b93 ead1 23ef 7097 f38c dae9 87fe 1002 a9ca 3fb9 7f5e 4217 44b6 14f7 3f11 c241 667e d1d1 a103 f290 9d57 452b 0028 2e15,,,,,,,1441
1442,Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-12,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1442
1443,Atlantic Hotel Kiel,Raiffeisenstrasse,2,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.316394,10.133827,2022-08-12,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,1443
1444,Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1444
1445,Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1445
1446,Landeshauptstadt Kiel - Eigenbetrieb Parken,Auguste-Viktoria-Str.,0,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3177,10.134068,2019-10-01,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,,1446
1447,Stadtwerke Kiel AG,Schlossgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-06-10,88,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,1447
1448,Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1448
1449,Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1449
1450,Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1450
1451,Stadtwerke Kiel AG,Schloßgarten,7,,24103,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326443,10.142416,2020-07-29,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1451
1452,Stadtwerke Kiel AG,Franckestraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.33671,10.130927,2020-06-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1452
1453,Stadtwerke Kiel AG,Blücherstraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.342056,10.136843,2016-12-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,2253 a4bb 80bd d7b3 a728 1f14 81d9 926d c6b4 37d9 a7cc f07d 5b99 d43b 1745 b83b 6fe6 f234 a67d 625a c099 4b0e ad41 581b,"AC Steckdose Typ 2, AC Schuko",22,ed14 34db 15db bd24 e222 1ef2 dc49 c228 3f68 a368 5198 d1f1 55ce 34d5 6987 735c 52f1 b8e7 50c3 8af1 64f9 27c3 cf6e a0cd,,,,,,,1453
1454,Stadtwerke Kiel AG,Blücherstraße,2,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.342051,10.137007,2018-12-11,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1454
1455,Stadtwerke Kiel AG,Langer Segen,6,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329295,10.138453,2020-06-02,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1455
1456,E.ON Drive GmbH,Feldstraße,23,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.333478,10.138621,2019-05-06,93,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,,,,1456
1457,Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329608,10.140116,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1457
1458,Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.329608,10.140116,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1458
1459,Stadtwerke Lübeck GmbH,Arnold-Heller-Straße,8,,24105,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,50.3296075,10.1401162,2021-10-29,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1459
1460,Stadtwerke Kiel AG,Charles-Roß-Ring,39,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.356085,10.107383,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1460
1461,Stadtwerke Kiel AG,Charles-Roß-Ring,118,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.358093,10.11031,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1461
1462,Stadtwerke Kiel AG,Bendixenstraße,0,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.355977,10.113111,2020-05-08,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1462
1463,famila,Prinz-Heinrich-Straße,20,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36109229,10.13314704,2021-07-15,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,1463
1464,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1464
1465,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1465
1466,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1466
1467,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1467
1468,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1468
1469,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1469
1470,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1470
1471,KIWI Tower GmbH,Am Kiel-Kanal,4,,24106,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.36264046,10.13361994,2020-05-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1471
1472,GP JOULE Connect GmbH,Alte Chaussee,40,,24107,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3640609,10.07119219,2021-05-18,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 0410 3B19 02FE 084E 44D0 A4FD 8B77 4DC2 E98A C595 2AD1 7933 6C72 DFA8 CEA1 EC28 474E CF01 C7EE 526E E5C0 B9DE 04A8 8B33 6C3E B96D 44B1 F7C6 D640 76FC 1A98 339E 47,AC Steckdose Typ 2,22,3059 3013 0607 2A86 48CE 3D02 0106 082A 8648 CE3D 0301 0703 4200 04A6 EFA9 C513 57EA 8A6F 0B73 8665 DF79 1D27 F8F7 FD3F 2A10 BAA4 D14F DC5E ED38 D4C4 DBEC 27DA A515 3380 975B F9B8 EDB1 A6B6 BD19 C44D 78A0 8DA8 1807 215A 38CC E9,,,,,,,1472
1473,Stadtwerke Kiel AG,Rungholtplatz,1-3,,24107,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.361125,10.076935,2020-09-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1473
1474,GLS Mobility,Goeteborgring,77-81,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.32408292,10.06171733,2021-09-11,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1474
1475,Vonovia Mess Service GmbH,Goeteborgring,77-81,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.32439,10.061818,2021-06-30,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1475
1476,Stadtwerke Kiel AG,Hofholzallee,220,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317026,10.066623,2019-06-06,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1476
1477,GP JOULE Connect GmbH,Martenshofweg,8,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.317018,10.071513,2019-03-26,66,Normalladeeinrichtung,3,AC Steckdose Typ 2,22,E2D0 D7A1 09DF 055A 80D0 4060 ABD6 E3CA 3BE2 3858 770F C17E AEF1 8E54 5CC9 2F04 A3EB 8F6F 6238 F987 7DBC A874 5679 2F3F,AC Steckdose Typ 2,22,C44B DFE2 EF3A 530E BF01 3D11 8654 F370 2EEE B014 974A 3AAB A159 6EDA 0229 143E 599D B659 BC20 1518 2984 CCEA 61F5 E081,AC Steckdose Typ 2,22,B18A C98D 04CA AEC1 061A 6B5B A291 FABF F3BE 7B27 07C5 95BD 0776 762D 7425 7356 944E 1936 2734 13EC A54C 199B EBA5 BF7C,,,,1477
1478,World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1478
1479,World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1479
1480,World of Energy GmbH,Wittland,2-4,,24109,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.326053,10.085358,2017-11-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,,,,,,,,1480
1481,Lidl,Rendsburger Landstr.,360,,24111,Kie-Russee,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3006081,10.0723165,2019-03-07,44,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,,1481
1482,Stadtwerke Kiel AG,Ruthkamp,71,,24111,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.305614,10.078033,2020-09-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1482
1483,famila,Seekoppelweg,2,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.29931,10.086533,2021-12-22,72,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,,DC Kupplung Combo,50,,"DC Kupplung Combo, DC CHAdeMO",50,,,,,1483
1484,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,,1484
1485,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,d139 af33 7db0 3e75 ca93 e621 0824 44fe cf8c 6c26 eda1 7fb8 c080 ba46 8657 4526 d503 474a 4f4c a2c3 891d da68 5b4a 1bc0,"AC Steckdose Typ 2, AC Schuko",11,fbf3 7086 bcd6 a169 8835 36bf d6e6 333a 047d 2efa f92e 7450 8fb6 27bb 0788 2474 e85b c0a8 125e 22b5 7c8e a04a e704 d9dc,,,,,,,1485
1486,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,e08e 420c f2f5 18a0 932c e50c acab fe3e 95fc 55a4 ee1b 781c 8275 5823 949e c801 05bd 720f 69b3 c0f5 e609 642d 1dbb 6c9d,"AC Steckdose Typ 2, AC Schuko",22,85f4 70bf bf3b 1099 61dd bee2 636e 3923 e72a 78e6 2704 2d54 4872 ebe9 de11 05aa d84c b816 93f7 167a 76a8 8fd2 bb69 9596,,,,,,,1486
1487,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,0c2c 5992 32b8 0e0f 483b 8a2e 2fa3 27b8 ee0f 3728 12bc 6d7b fbc7 af06 c79b 9bb7 63d2 677a ce0d 419c 086b eee6 08e2 cbfe,"AC Steckdose Typ 2, AC Schuko",22,7e07 3f4f 35dd d722 01b5 04f2 038e c861 4b51 22ea dcc6 138b 0bf8 30f2 0975 5da4 18a7 5419 0537 c738 f534 d564 fd9f 0466,,,,,,,1487
1488,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,0284 c42c f407 114d cc9a d442 b94e 6f30 196f 42e9 2926 2f1c 5e48 7fec 3d1d afab fef8 a5e1 4a65 ac45 b4cf 3ac9 7743 b6de,"AC Steckdose Typ 2, AC Schuko",22,238d e46b c79e af8d df95 e7c8 1435 0379 a56e a73b 180b fcda 39bd 24c8 6026 a68c 051f 8b6e a7d5 878a 2267 f1ba 9f31 fa1e,,,,,,,1488
1489,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,4940 75bb 9a91 edee 02ea 2273 b178 99f4 d3d9 b08d 1513 c9ab 324f 0abf 1d2c 477d 63ec b657 c1af da16 7a15 92a6 2394 7266,"AC Steckdose Typ 2, AC Schuko",22,a2ee 5048 17f9 dd98 b90c a8a8 0709 01c1 9965 6b64 97a9 823e c4a4 b328 2460 afa1 7151 f666 9fc7 5e98 f00d 229c 208e 747e,,,,,,,1489
1490,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,f7d0 0c8e ee03 9b6f ff7b 5e0e 5b66 b861 ff47 c15a 12dc e0c5 c583 3c96 c77b a1af 9585 0dac f806 81b5 c899 f5fb c664 fd4c,"AC Steckdose Typ 2, AC Schuko",22,9c0f 0256 daa0 981e e385 d979 e696 4c2c 5d8c a7bd f207 f8c6 63dd f7fe a82a 36cb 0641 43aa fce7 39b0 feef 88c3 9db9 ca3b,,,,,,,1490
1491,Stadtwerke Kiel AG,Uhlenkrog,32,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.309755,10.096843,2016-12-03,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,495e 85e2 42bd 2b26 fc18 573b 3701 b673 af81 b7b3 c70f 78e9 e9d9 38ca 9cea 778c 232c 4c88 cf4c 7659 5c66 6008 9097 8573,"AC Steckdose Typ 2, AC Schuko",22,85f4 70bf bf3b 1099 61dd bee2 636e 3923 e72a 78e6 2704 2d54 4872 ebe9 de11 05aa d84c b816 93f7 167a 76a8 8fd2 bb69 9596,,,,,,,1491
1492,Stadtwerke Kiel AG,Mühlendamm,1,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.312325,10.09947,2011-11-01,22,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",11,,"AC Steckdose Typ 2, AC Schuko",11,,,,,,,,1492
1493,Stadtwerke Kiel AG,Mühlendamm,1,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.312325,10.09947,2018-07-06,70,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,1493
1494,Comfort Charge,Rendsburger Landstr,91,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.304065,10.106587,2020-09-13,150,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",150,,AC Steckdose Typ 2,22,,AC Kupplung Typ 2,22,,,,,1494
1495,Mer Germany GmbH,Hamburger Chaussee,163,1465,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.3001675,10.1080173,2022-03-18,50,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,AC Steckdose Typ 2,22,,,,,,,,1495
1496,Gemeinschaftssiedlung Alte Gärtnerei e.V.,Alte Gärtnerei,2,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.300157,10.115232,2022-02-15,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,,1496
1497,Stadtwerke Kiel AG,Krummbogen,80,,24113,Kiel,Schleswig-Holstein,Kreisfreie Stadt Kiel,54.295565,10.116125,2020-04-15,44,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,,"AC Steckdose Typ 2, AC Schuko",22,,,,,,,,1497
